vin_num,year,make,model,trim,body_style,ext_color,int_color,transmission,city_mpg,hwy_mpg,mileage,price,dealership,alert_dt
3MZBN1U76HM115666,2017,Mazda,Mazda3 4-Door,Sport,4dr Car,Sonic Silver Metallic,Black,automatic,28,37,97986,17445,Ancira Volkswagen of San Antonio,2022-04-01
KNDPM3AC8J7315716,2018,Kia,Sportage,LX,SUV,Sparkling Silver,Black,automatic,23,30,80411,17491,Ancira Nissan,2022-04-01
1N4AL3AP8HC492530,2017,Nissan,Altima,2.5 SR,Sedan,Gun Metallic,Sport Interior,automatic,26,37,80228,17538,Ancira Nissan,2022-04-01
VNKJTUD36JA093083,2018,Toyota,Yaris,L,Hatchback,Magnetic Gray Metallic,Gray,automatic,30,35,18832,17990,Ancira Nissan,2022-04-01
JM3KE2CY1G0870297,2016,Mazda,Mazda CX-5,Touring,Sport Utility,Crystal White Pearl Mica,Black,automatic,26,33,102878,17991,Ancira Volkswagen of Laredo,2022-04-01
JN8AT2MT9HW399712,2017,Nissan,Rogue,S,Sport Utility,Palatial Ruby,Charcoal,automatic,26,33,77546,17991,Ancira Kia,2022-04-01
1N6AD0ER6AC434582,2010,Nissan,Frontier,SE,Crew Cab Pickup,Super Black,Steel,automatic,15,20,0,17991,Ancira Nissan,2022-04-01
1N6AD0ER6EN760537,2014,Nissan,Frontier,SV,Crew Cab Pickup,Night Armor,Steel,automatic,16,22,131033,18488,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1N4AL3AP6HC478299,2017,Nissan,Altima,2.5 S,Sedan,Scarlet Ember,Charcoal,automatic,27,39,41105,18741,Ancira Nissan,2022-04-01
1FMJU1H57DEF41341,2013,Ford,Expedition,XLT,Sport Utility,Green Gem Metallic,Camel,automatic,14,20,111941,18928,Ancira Volkswagen of San Antonio,2022-04-01
1FT7W2B69CEB77986,2012,Ford,F-250SD,Lariat,Crew Cab Pickup,Black,Black,automatic,0,0,283237,18991,Ancira Nissan,2022-04-01
1G1JB5SB4K4102934,2019,Chevrolet,Sonic,LS,4D Sedan,Nightfall Gray Metallic,Jet Black/Dark Titanium,automatic,26,34,22611,18991,Ancira Chevy,2022-04-01
1GNSCJE02CR133915,2012,Chevrolet,Suburban 1500,LT,SUV,Summit White,Light Titanium/Dark Titanium,automatic,15,21,130236,18991,Ancira Nissan,2022-04-01
3FA6P0H95HR266494,2017,Ford,Fusion,SE,4dr Car,Shadow Black,Ebony,automatic,21,32,77996,18991,Ancira Kia,2022-04-01
5TFRY5F1XDX143760,2013,Toyota,Tundra,Grade,Crew Cab Pickup,White,Graphite,automatic,13,18,166699,18991,Ancira Nissan,2022-04-01
3C4PDCAB6GT238968,2016,Dodge,Journey,SE,4D Sport Utility,White,Gone,automatic,19,26,18550,18991,Ancira Chevy,2022-04-01
1GC4KXB6XAF125611,2010,Chevrolet,Silverado 2500HD,LT,Crew Cab Pickup,Summit White,Ebony,automatic,0,0,235150,19491,Ancira Nissan,2022-04-01
1C6RR6GG2HS703335,2017,RAM,1500,SLT,4D Quad Cab,Maximum Steel Metallic Clearcoat,Black,automatic,17,25,107925,19497,Ancira Ford Floresville,2022-04-01
JN1AV7AP6EM692021,2014,INFINITI,Q50 Hybrid,Premium,4D Sedan,Moonlight White,Graphite,automatic,29,36,81940,19791,Ancira Chevy,2022-04-01
3C4PDCABXJT507707,2018,Dodge,Journey,SE,4D Sport Utility,Red,Black,automatic,19,25,44054,19791,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
1FM5K8D83FGB76048,2015,Ford,Explorer,XLT,4D Sport Utility,Tuxedo Black Metallic,Charcoal Black,automatic,17,23,118119,19941,Ancira Chevy,2022-04-01
2T2ZK1BA7FC179712,2015,Lexus,RX,350,4D Sport Utility,Satin Cashmere Metallic,Saddle Tan,automatic,18,25,117315,19991,Ancira Chevy,2022-04-01
5N1AT2MT2JC732055,2018,Nissan,Rogue,SV,Sport Utility,Pearl White,Charcoal,automatic,26,33,78013,19991,Ancira Kia,2022-04-01
1C6RR6KG0FS536039,2015,RAM,1500,Express,4D Crew Cab,Flame Red Clearcoat,Black,automatic,17,25,92827,19997,Ancira Ford Floresville,2022-04-01
1FTFW1EFXDKD52847,2013,Ford,F-150,XLT,4D SuperCrew,Red,Steel Gray,automatic,14,19,136826,19997,Ancira Ford Floresville,2022-04-01
55SWF4KB6FU029087,2015,Mercedes-Benz,C-Class,C 300,4dr Car,Lunar Blue Metallic,Almond,automatic,24,31,118264,19997,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1FMJK1K53EEF23094,2014,Ford,Expedition EL,Limited,4D Sport Utility,Silver,Stone,automatic,14,20,134896,19997,Ancira Ford Floresville,2022-04-01
WDCGG5HB8EG291434,2014,Mercedes-Benz,GLK,GLK 350,Sport Utility,Red,Black,automatic,19,26,93102,20401,Ancira Volkswagen of San Antonio,2022-04-01
2B3CJ5DTXAH319626,2010,Dodge,Challenger,R/T,Coupe,Bright White,Dark Slate Gray,Manual,15,24,60599,20489,Ancira Nissan,2022-04-01
1FTFW1EF6DFA90723,2013,Ford,F-150,Lariat,Crew Cab Pickup,Oxford White,Pale Adobe,automatic,14,19,155624,20491,Ancira Nissan,2022-04-01
1G6AG5RX2G0100997,2016,Cadillac,ATS,2.0L Turbo,4D Sedan,Phantom Gray Metallic,Jet Black With Jet Black Accents,automatic,22,30,99336,20491,Ancira Chevy,2022-04-01
5GAKRAKD4HJ187979,2017,Buick,Enclave,Convenience Group,4D Sport Utility,Red,Light Titanium,automatic,15,22,95100,20991,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
JM3KE4CY9G0619362,2016,Mazda,Mazda CX-5,Touring,SUV,Soul Red Metallic,Black,automatic,24,30,55910,20991,Ancira Nissan,2022-04-01
3GNMCFE01DG370404,2013,Chevrolet,Avalanche 1500,LT,4D Crew Cab,Black,Ebony,automatic,15,21,156512,20991,Ancira Chevy,2022-04-01
KNDJ23AU4N7166649,2022,Kia,Soul,LX,Hatchback,Inferno Red,Black,automatic,29,35,6690,20991,Ancira Kia,2022-04-01
1GKS1EEF0DR170820,2013,GMC,Yukon,Denali,4D Sport Utility,Summit White,Cocoa/Light Cashmere,automatic,14,18,123811,20991,Ancira Chevy,2022-04-01
1C4RDHAG3FC937843,2015,Dodge,Durango,SXT,4D Sport Utility,Black,Black,automatic,18,25,99486,20991,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
1VWAA7A39JC014060,2018,Volkswagen,Passat,2.0T R-Line,4dr Car,Gray,Gray,automatic,25,36,51141,20991,Ancira Volkswagen of Laredo,2022-04-01
2C4RDGEG9KR659200,2019,Dodge,Grand Caravan,GT,Minivan,Octane Red Pearlcoat,Black,automatic,17,25,78245,20991,Ancira Nissan,2022-04-01
5N1AZ2MG2GN143473,2016,Nissan,Murano,S,Sport Utility,Arctic Blue Metallic,Beige,automatic,21,28,74091,20994,Ancira Volkswagen of San Antonio,2022-04-01
1VWAA7A31JC048316,2018,Volkswagen,Passat,R-Line,4dr Car,Black,Titan Black,automatic,25,36,45663,21491,Ancira Volkswagen of Laredo,2022-04-01
5N1AT2MT8HC832770,2017,Nissan,Rogue,SV,SUV,Brilliant Silver,Charcoal,automatic,26,33,47678,21491,Ancira Nissan,2022-04-01
JN8AZ2NF8C9518865,2012,INFINITI,QX56,Base,Sport Utility,Moonlight White,Wheat,automatic,14,20,94584,21491,Ancira Buick GMC,2022-04-01
1FMCU0GD8JUD50430,2018,Ford,Escape,SE,Sport Utility,Magnetic,Charcoal Black,automatic,23,30,49869,21491,Ancira Volkswagen of Laredo,2022-04-01
5N1AZ2MG2FN265992,2015,Nissan,Murano,Platinum,Sport Utility,Arctic Blue Metallic,Black,automatic,21,28,93027,21491,Ancira Kia,2022-04-01
1C6RR6FT8ES180090,2014,RAM,1500,Express,Crew Cab Pickup,True Blue Pearlcoat,Diesel Gray/Black,automatic,14,20,83996,21498,Ancira Chrysler Jeep Dodge Ram,2022-04-01
JA4AT4AA6KZ021681,2019,Mitsubishi,Eclipse Cross,LE,SUV,Alloy Silver Metallic,Black,automatic,25,26,54412,21691,Ancira Nissan,2022-04-01
5N1AZ2MG6HN107500,2017,Nissan,Murano,SL,SUV,Gun Metallic,Graphite,automatic,21,28,85041,21991,Ancira Nissan,2022-04-01
KL4CJASB5LB047865,2020,Buick,Encore,Preferred,Sport Utility,Satin Steel Metallic,Ebony,automatic,26,30,24130,21991,Ancira Buick GMC,2022-04-01
JF2GPAFC5FH302879,2015,Subaru,XV Crosstrek,Premium,SUV,Crystal White Pearl,Ivory,automatic,26,34,33091,21991,Ancira Nissan,2022-04-01
5J6RM4H74GL030397,2016,Honda,CR-V,EX-L,Sport Utility,White Diamond Pearl,Black,automatic,25,31,97964,21997,Ancira Chrysler Jeep Dodge Ram,2022-04-01
2GNAXMEV2J6220185,2018,Chevrolet,Equinox,Premier,Sport Utility,Orange Burst Metallic,Jet Black/Brandy,automatic,26,32,81771,22488,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1C4BJWFGXCL114006,2012,Jeep,Wrangler,Rubicon,Convertible,Black,Black/Dark Saddle Interior,automatic,16,20,133362,22488,Ancira Chrysler Jeep Dodge Ram,2022-04-01
KNDJ63AU4L7062941,2020,Kia,Soul,GT-Line,Hatchback,Gravity Grey,Black,automatic,27,33,24633,22491,Ancira Volkswagen of Laredo,2022-04-01
ZACCJABBXJPJ69546,2018,Jeep,Renegade,Latitude,4D Sport Utility,Solar Yellow,Black,automatic,22,30,37854,22491,Ancira Chevy,2022-04-01
2GNAXHEV4K6287427,2019,Chevrolet,Equinox,LS,SUV,Nightfall Gray Metallic,Medium Ash Gray,automatic,26,32,64983,22576,Ancira Nissan,2022-04-01
JN1BJ1CP3JW189202,2018,Nissan,Rogue Sport,S,SUV,Brilliant Silver,Charcoal,automatic,25,32,24901,22588,Ancira Nissan,2022-04-01
1C6RR7GT0ES141157,2014,RAM,1500,SLT,Crew Cab Pickup,Bright Silver Metallic Clearcoat,Diesel Gray/Black,automatic,15,21,123976,22598,Ancira Nissan,2022-04-01
1FA6P8TH1G5225245,2016,Ford,Mustang,EcoBoost,Coupe,Oxford White,Ebony,Manual,22,31,52425,22955,Ancira Nissan,2022-04-01
KNDPM3AC3L7726296,2020,Kia,Sportage,LX,Sport Utility,Steel Gray,Gray,automatic,23,30,25470,22991,Ancira Kia,2022-04-01
4JGDA5JB4FA565667,2015,Mercedes-Benz,M-Class,ML 350,Sport Utility,Black,Black,automatic,18,24,76366,22991,Ancira Kia,2022-04-01
1N4AA6AP8HC456408,2017,Nissan,Maxima,S,Sedan,Deep Blue Pearl,Charcoal,automatic,21,30,32044,22991,Ancira Nissan,2022-04-01
1FMCU0F66LUA55171,2020,Ford,Escape,S,4D Sport Utility,Orange Metallic,Ebony,automatic,27,33,21576,22997,Ancira Ford Floresville,2022-04-01
5N1DR2MN0KC634852,2019,Nissan,Pathfinder,S,Sport Utility,Gun Metallic,Charcoal,automatic,20,27,77563,22998,Ancira Chrysler Jeep Dodge Ram,2022-04-01
3VV1B7AX3LM052664,2020,Volkswagen,Tiguan,S,SUV,Pyrite Silver Metallic,Titan Black,automatic,22,29,59116,23491,Ancira Nissan,2022-04-01
WDCTG4GB2GJ228992,2016,Mercedes-Benz,GLA,GLA 250,SUV,Cosmos Black Metallic,Beige,automatic,24,32,82235,23543,Ancira Nissan,2022-04-01
1GCRCREC9EZ397913,2014,Chevrolet,Silverado 1500,LT,Double Cab,Deep Ruby Metallic,Jet Black/Dark Ash,automatic,16,23,98685,23891,Ancira Buick GMC,2022-04-01
2FMPK3J96KBC72881,2019,Ford,Edge,SEL,SUV,Blue Metallic,Ebony,automatic,22,29,77144,23991,Ancira Nissan,2022-04-01
5N1AZ2MG2FN283151,2015,Nissan,Murano,Platinum,SUV,Pearl White,Beige,automatic,21,28,28015,23991,Ancira Nissan,2022-04-01
3N1AB8DV5LY243917,2020,Nissan,Sentra,SR,4dr Car,Scarlet Ember Tintcoat,Sport,automatic,28,37,18033,24491,Ancira Volkswagen of Laredo,2022-04-01
1C4PJLCB8KD357965,2019,Jeep,Cherokee,Latitude,SUV,Diamond Black Crystal Pearlcoat,Black,automatic,22,31,28952,24491,Ancira Nissan,2022-04-01
3GTP1VE09DG174443,2013,GMC,Sierra 1500,SLE,Pickup Crew Cab,Quicksilver Metallic,Ebony,automatic,15,21,73173,24491,Ancira Buick GMC,2022-04-01
3GTP2WE78CG309071,2012,GMC,Sierra 1500,SLT,4D Crew Cab,Gray,Light Cashmere/Very Dark Cashmere Accents,automatic,15,21,121473,24491,Ancira Chevy,2022-04-01
2C4RDGBG1KR795129,2019,Dodge,Grand Caravan,SE,4D Passenger Van,Red,Black,automatic,17,25,30770,24551,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
1N6DD0EV8HN733340,2017,Nissan,Frontier,SV,Crew Cab Pickup,Brilliant Silver,Steel,automatic,15,21,61635,24981,Ancira Buick GMC,2022-04-01
1G6AG5RX2H0109992,2017,Cadillac,ATS Sedan,AWD,4dr Car,White,Jet Black,automatic,22,30,60862,24987,Ancira Volkswagen of San Antonio,2022-04-01
JTDEBRBE6LJ029269,2020,Toyota,Corolla Hybrid,Hybrid LE,Sedan,Classic Silver Metallic,Black,automatic,53,52,15135,24991,Ancira Nissan,2022-04-01
1C4PJLCB9LD507437,2020,Jeep,Cherokee,Latitude,SUV,Diamond Black Crystal Pearlcoat,Black,automatic,22,31,31318,24991,Ancira Nissan,2022-04-01
5N1AT2MT6JC727022,2018,Nissan,Rogue,SV,Sport Utility,Magnetic Black,Charcoal,automatic,26,33,29125,24991,Ancira Volkswagen of Laredo,2022-04-01
1FM5K7D80HGE37259,2017,Ford,Explorer,XLT,4D Sport Utility,White,Black,automatic,17,24,85622,24991,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
3C4PDCGB1KT738505,2019,Dodge,Journey,Crossroad,Sport Utility,Billet Clearcoat,Black,automatic,19,25,42267,24997,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1FMCU0F67LUA32109,2020,Ford,Escape,S,SUV,Ingot Silver,Ebony,automatic,27,33,2416,25491,Ancira Nissan,2022-04-01
1FTEW1CP3FKD77745,2015,Ford,F-150,XLT,Crew Cab Pickup,White,-1,automatic,19,26,99935,25898,Ancira Chrysler Jeep Dodge Ram,2022-04-01
5UXKR2C58F0H38916,2015,BMW,X5,sDrive35i,Sports Activity Vehicle,White Metallic,Mocha,automatic,19,27,92839,25990,Ancira Volkswagen of San Antonio,2022-04-01
ZACNJCAB2MPM26399,2021,Jeep,Renegade,Sport,4D Sport Utility,Green,Black,automatic,22,30,12491,25991,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
5N1AT2MT2KC813168,2019,Nissan,Rogue,SV,SUV,Scarlet Ember Tintcoat,Charcoal,automatic,26,33,12819,25991,Ancira Nissan,2022-04-01
KNDPM3AC9L7813457,2020,Kia,Sportage,LX,Sport Utility,Sparkling Silver,Black,automatic,23,30,15634,25991,Ancira Kia,2022-04-01
3VV3B7AX9JM104630,2018,Volkswagen,Tiguan,2.0T SEL,Sport Utility,White,Gray,automatic,22,27,32743,25991,Ancira Volkswagen of Laredo,2022-04-01
3VV5B7AX7JM094611,2018,Volkswagen,Tiguan,SEL Premium,Sport Utility,Pure White,Titan Black,automatic,22,27,93561,25998,Ancira Chrysler Jeep Dodge Ram,2022-04-01
3GNAXHEV0LS704996,2020,Chevrolet,Equinox,LS,4D Sport Utility,Midnight Blue Metallic,Medium Ash Gray,automatic,26,31,15857,26391,Ancira Chevy,2022-04-01
JTMZFREV4JJ212281,2018,Toyota,RAV4,LE,Sport Utility,Blue,Black,automatic,23,30,36022,26593,Ancira Volkswagen of San Antonio,2022-04-01
5TFRM5F19GX106103,2016,Toyota,Tundra,SR,Crew Cab Pickup,Red,-1,automatic,15,19,78850,26698,Ancira Chrysler Jeep Dodge Ram,2022-04-01
3VWC57BU4MM080264,2021,Volkswagen,Jetta,1.4T SE,4dr Car,Pure White,Titan Black,automatic,29,39,1177,26952,Ancira Volkswagen of San Antonio,2022-04-01
1FA6P8TH6K5125683,2019,Ford,Mustang,EcoBoost,2dr Car,Green,Black,automatic,21,32,36622,26988,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1GCRCRECXHZ233574,2017,Chevrolet,Silverado 1500,LT LT1,4D Double Cab,Black,Black,automatic,16,23,114185,26991,Ancira Chevy,2022-04-01
3VV1B7AX2LM180197,2020,Volkswagen,Tiguan,2.0T S,4D Sport Utility,Black,Storm Gray,automatic,22,29,3209,26991,Ancira Chevy,2022-04-01
1N6BA0EC1FN503182,2015,Nissan,Titan,PRO-4X,4D Crew Cab,Cayenne Red Pearl,Charcoal,automatic,12,17,103157,26991,Ancira Chevy,2022-04-01
5TFRX5GN5KX145708,2019,Toyota,Tacoma,SR,4D Access Cab,Super White,Cement Gray,automatic,20,23,52732,26991,Ancira Chevy,2022-04-01
1C4BJWDGXFL507186,2015,Jeep,Wrangler Unlimited,Sport,4D Sport Utility,Hydro Blue Pearl Coat,Black,automatic,16,20,102511,26991,Ancira Chevy,2022-04-01
5FPYK2F13HB004413,2017,Honda,Ridgeline,Sport,Crew Cab Pickup,Crystal Black Pearl,Black,automatic,19,26,79490,26991,Ancira Kia,2022-04-01
WDCTG4EB6HJ317226,2017,Mercedes-Benz,GLA,GLA 250,Sport Utility,Silver,Sahara Beige,automatic,24,33,52759,27247,Ancira Volkswagen of San Antonio,2022-04-01
1C6RR6FG4KS555732,2019,RAM,1500 Classic,Tradesman,Crew Cab Pickup,Bright Silver Metallic Clearcoat,Diesel Gray/Black,automatic,17,25,60722,27488,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1GKKNMLSXJZ183696,2018,GMC,Acadia,SLT,SUV,Summit White,Jet Black,automatic,18,25,82546,27491,Ancira Nissan,2022-04-01
3GCPCREC9EG498845,2014,Chevrolet,Silverado 1500,LT LT1,4D Crew Cab,Summit White,Black,automatic,16,23,63813,27491,Ancira Chevy,2022-04-01
2GNAXKEV0L6219916,2020,Chevrolet,Equinox,LT,4D Sport Utility,Midnight Blue Metallic,Jet Black,automatic,26,31,1,27491,Ancira Chevy,2022-04-01
1C4RDHEG6GC353223,2016,Dodge,Durango,Citadel,Sport Utility,Red Pearl Coat,Lt Frost Beige/Black,automatic,19,27,87706,27491,Ancira Kia,2022-04-01
1HGCV2F51JA033695,2018,Honda,Accord Sedan,EX-L 2.0T,4dr Car,Blue,-1,automatic,23,34,34528,27981,Ancira Buick GMC,2022-04-01
2GNAXHEV5M6128127,2021,Chevrolet,Equinox,LS,4D Sport Utility,Nightfall Gray Metallic,Medium Ash Gray,automatic,26,31,16094,27987,Ancira Ford Floresville,2022-04-01
4T1M11AKXLU918495,2020,Toyota,Camry,SE,4D Sedan,Black,Ash,automatic,28,39,28053,27987,Ancira Ford Floresville,2022-04-01
1C4BJWFG8DL661339,2013,Jeep,Wrangler,Rubicon,Convertible,Bright White,Black Interior,automatic,16,20,125632,27988,Ancira Chrysler Jeep Dodge Ram,2022-04-01
3VV3B7AX4JM110416,2018,Volkswagen,Tiguan,2.0T SEL,Sport Utility,White Silver,Titan Black,automatic,22,27,33770,27991,Ancira Volkswagen of Laredo,2022-04-01
5UXKR2C52G0R72290,2016,BMW,X5,sDrive35i,Sports Activity Vehicle,White Metallic,Black,automatic,18,25,81001,27991,Ancira Chevy,2022-04-01
2T3W1RFV5KC033266,2019,Toyota,RAV4,XLE,4D Sport Utility,Midnight Black Metallic,Light Gray,automatic,26,35,75256,27991,Ancira Chevy,2022-04-01
2C3CDXBG9JH173781,2018,Dodge,Charger,SXT,4dr Car,Granite Pearlcoat,Black,automatic,19,30,35914,27991,Ancira Volkswagen of Laredo,2022-04-01
2T3H1RFV0LC037879,2020,Toyota,RAV4,LE,Sport Utility,Ruby Flare Pearl,Black,automatic,27,35,34730,27991,Ancira Kia,2022-04-01
5N1AZ2BJ1LN115849,2020,Nissan,Murano,SV,SUV,Super Black Metallic,Graphite,automatic,20,28,33366,27991,Ancira Nissan,2022-04-01
3GKALPEV3KL336020,2019,GMC,Terrain,SLT,Sport Utility,Summit White,Jet Black,automatic,26,30,41392,27991,Ancira Volkswagen of Laredo,2022-04-01
3VV3B7AXXKM056380,2019,Volkswagen,Tiguan,2.0T SE,Sport Utility,Pure White,Titan Black,automatic,22,29,38571,27991,Ancira Kia,2022-04-01
5N1DR2MN8KC582600,2019,Nissan,Pathfinder,SV,SUV,Brilliant Silver Metallic,Charcoal,automatic,20,27,32084,27991,Ancira Nissan,2022-04-01
1FM5K8GT2GGC66891,2016,Ford,Explorer,Sport,Sport Utility,Oxford White,Ebony Black,automatic,16,22,58610,27998,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1C6RR6KT5HS841570,2017,RAM,1500,Tradesman,Crew Cab,Bright White Clearcoat,Diesel Gray/Black,automatic,15,22,64967,27998,Ancira Chrysler Jeep Dodge Ram,2022-04-01
5XYPG4A36LG623101,2020,Kia,Sorento,LX,Sport Utility,Snow White Pearl,Black,automatic,22,29,19503,28491,Ancira Kia,2022-04-01
1FTEW1CB8JKC08219,2018,Ford,F-150,XLT,4D SuperCrew,Gray,Dark Earth Gray,automatic,20,25,55088,28991,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
1GCGTCE36F1165970,2015,Chevrolet,Colorado,4WD Z71,Crew Cab Pickup,Black,Jet Black,automatic,17,24,54555,28991,Ancira Nissan,2022-04-01
1N4BL4EV8LN301964,2020,Nissan,Altima,2.5 SL,Sedan,Pearl White Tricoat,Charcoal,automatic,28,39,14101,28991,Ancira Nissan,2022-04-01
3GCPCREC2FG251409,2015,Chevrolet,Silverado 1500,LT LT1,4D Crew Cab,Brownstone Metallic,Black,automatic,16,23,81263,28991,Ancira Chevy,2022-04-01
2FMPK3J96LBA42288,2020,Ford,Edge,SEL,4D Sport Utility,White,Ebony,automatic,21,29,27871,28997,Ancira Ford Floresville,2022-04-01
4T1B61HK6KU197069,2019,Toyota,Camry,XSE,4dr Car,Silver,Ash,automatic,28,39,62886,28998,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1GYKNARS9JZ145291,2018,Cadillac,XT5,Base,4D Sport Utility,Crystal White Tricoat,Sahara Beige,automatic,19,26,20635,29591,Ancira Chevy,2022-04-01
JTEZU5JR7G5122238,2016,Toyota,4Runner,SR5,Sport Utility,Gray,Black/Graphite,automatic,17,22,91357,29790,Ancira Volkswagen of San Antonio,2022-04-01
1V2DR2CAXJC530921,2018,Volkswagen,Atlas,3.6L V6 SE w/Technology,4D Sport Utility,Reflex Silver Metallic,Titan Black,automatic,18,25,62555,29987,Ancira Ford Floresville,2022-04-01
2FMPK3J9XLBA69185,2020,Ford,Edge,SEL,Sport Utility,Oxford White,Ebony,automatic,21,29,12260,29988,Ancira Volkswagen of San Antonio,2022-04-01
1C4BJWEG9GL317881,2016,Jeep,Wrangler,Sahara,Convertible,Mojave Sand Clearcoat,Black,automatic,16,20,121755,29988,Ancira Chrysler Jeep Dodge Ram,2022-04-01
WA1BNAFY6J2106367,2018,Audi,Q5,Premium Plus,Sport Utility,Black,Black,automatic,23,27,70079,29990,Ancira Volkswagen of San Antonio,2022-04-01
5TFAX5GN8LX179429,2020,Toyota,Tacoma 2WD,SR5,Crew Cab Pickup,Cement,Black,automatic,20,23,61054,29991,Ancira Kia,2022-04-01
5J6RW1H55LA004954,2020,Honda,CR-V,EX,4D Sport Utility,Gray,Gray,automatic,28,34,27816,29991,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
4T1BZ1HK3JU006245,2018,Toyota,Camry,XLE V6,Sedan,Super White,Macadamia,automatic,22,33,36613,29991,Ancira Nissan,2022-04-01
2C4RC1EG8JR338599,2018,Chrysler,Pacifica,Touring L Plus,"Mini-van, Passenger",Velvet Red Pearlcoat,Toffee/Cognac/Alloy,automatic,19,28,51703,29991,Ancira Kia,2022-04-01
1C4BJWFGXFL734973,2015,Jeep,Wrangler Unlimited,Rubicon,Convertible,Anvil Clearcoat,Black,automatic,16,20,88648,29991,Ancira Kia,2022-04-01
2C3CDXBG1LH248444,2020,Dodge,Charger,SXT,Sedan,Sinamon Stick,Black,automatic,19,30,21676,29991,Ancira Nissan,2022-04-01
5GAKRCKD7HJ350507,2017,Buick,Enclave,Premium,Sport Utility,White Frost Tricoat,Light Titanium,automatic,15,22,42514,29991,Ancira Kia,2022-04-01
1C6RR6KG6JS177319,2018,RAM,1500,Express,4D Crew Cab,Granite Crystal Metallic Clearcoat,Black,automatic,17,25,25336,29991,Ancira Chevy,2022-04-01
1FMJK1JT8HEA48708,2017,Ford,Expedition EL,XLT,4D Sport Utility,Silver,Ebony,automatic,15,19,73480,29997,Ancira Ford Floresville,2022-04-01
1C4BJWDG0HL731666,2017,Jeep,Wrangler,Sport,Convertible,Granite Crystal Metallic Clearcoat,Black,automatic,16,20,110859,29998,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1C4RDHAG9KC604525,2019,Dodge,Durango,SXT,Sport Utility,Octane Red Pearlcoat,Lt Frost Beige/Black,automatic,19,26,56466,30597,Ancira Chrysler Jeep Dodge Ram,2022-04-01
KMHTH6AB3MU032167,2021,Hyundai,Veloster,Turbo R-Spec,3dr Car,Chalk White,Black,Manual,26,33,11319,30649,Ancira Volkswagen of San Antonio,2022-04-01
1C4HJWDG9FL682748,2015,Jeep,Wrangler,Sport,Convertible,Black Clearcoat,Black,automatic,16,20,64711,30788,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1C4RDHAG8KC717477,2019,Dodge,Durango,SXT,Sport Utility,Destroyer Gray Clearcoat,Black,automatic,19,26,52714,30988,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1C4RDHDG2KC650287,2019,Dodge,Durango,GT Plus,SUV,White Knuckle Clearcoat,Black,automatic,19,26,61475,30991,Ancira Nissan,2022-04-01
JN8AT3BA6MW007934,2021,Nissan,Rogue,SV,SUV,Scarlet Ember Tintcoat,Gray,automatic,26,34,8152,30991,Ancira Nissan,2022-04-01
1GKKNLLS8KZ239534,2019,GMC,Acadia,SLE,Sport Utility,White Frost Tricoat,Dark Ash Gray/ Light Ash Gray,automatic,18,25,41566,30998,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1GCGSCEN8K1108538,2019,Chevrolet,Colorado,LT,4D Crew Cab,Blue,Black,automatic,18,25,28234,31491,Ancira Chevy,2022-04-01
1C6RR6GG8JS149708,2018,RAM,1500,Lone Star,Crew Cab Pickup,Granite Crystal Metallic Clearcoat,Diesel Gray/Black,automatic,17,25,13320,31988,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1C6RR7MT6HS672405,2017,RAM,1500,Sport,4D Crew Cab,Brilliant Black Crystal Pearlcoat,Black,automatic,15,21,101346,31991,Ancira Chevy,2022-04-01
3GCPCREC3JG484059,2018,Chevrolet,Silverado 1500,LT LT1,4D Crew Cab,Black,Black,automatic,16,23,107764,31991,Ancira Chevy,2022-04-01
WA1JCCFS0JR013506,2018,Audi,Q3,2.0T Premium quattro,4D Sport Utility,Hainan Blue Metallic,Black,automatic,20,28,29201,31991,Ancira Chevy,2022-04-01
1C6RR6LT0JS271689,2018,RAM,1500,Lone Star Silver,Crew Cab,Bright Silver Metallic Clearcoat,Diesel Gray/Black,automatic,15,22,78608,31997,Ancira Chrysler Jeep Dodge Ram,2022-04-01
2C3CDXHG0KH713723,2019,Dodge,Charger,GT,4dr Car,Granite Pearlcoat,Black,automatic,19,30,23563,31998,Ancira Chrysler Jeep Dodge Ram,2022-04-01
